FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,class
0,0.245662,0.091298,0.252722,0.153836,0.107466,0.152482,0.163849,0.017076,0.023859,0.143369,0.138064,0.086632,0.104064,0.059291,0.093031,0.05891,0.113645,0.192352,0.809153,0.055133,102
0.090547,0.176854,0.085767,0.21242,0.179041,0.092363,0.12966,0.188395,0.068289,0.038069,0.195195,0.133289,0.07374,0.037886,0.03733,0.058076,0.093609,0.118163,0.18769,0.824822,0.057027,102
0.066732,0.187422,0.14134,0.208689,0.169204,0.055456,0.161327,0.146202,0.039889,0.036227,0.151086,0.129241,0.083558,0.056968,0.060016,0.130668,0.114,0.128839,0.201776,0.819047,0.057448,102
0.006245,0.109882,0.136935,0.078137,0.09629,0.129579,0.118374,0.058235,0.011821,0.017504,0.146548,0.110172,0.089906,0.062114,0.096776,0.066522,0.037032,0.102272,0.132609,0.910215,0.04317,103
0,0.169475,0.109735,0.050545,0.06248,0.067734,0.151793,0.077787,0.029459,0.023265,0.104973,0.105509,0.090056,0.059535,0.056056,0.104048,0.084191,0.124034,0.149363,0.90732,0.043639,103
0.001996,0.131569,0.290919,0.095645,0.059229,0.051517,0.133889,0.0899,0.019835,0.006341,0.080497,0.110616,0.102986,0.052686,0.085269,0.091787,0.087836,0.102966,0.163321,0.872757,0.042559,103
0.030241,0.138183,0.256132,0.082918,0.060703,0.065807,0.114641,0.084034,0.012402,0.00339,0.124809,0.112284,0.104654,0.06324,0.10259,0.052901,0.072987,0.112252,0.160562,0.88151,0.043575,103
0.029577,0.166403,0.222427,0.134519,0.077002,0.057843,0.145576,0.112192,0.031314,0.03597,0.069518,0.129739,0.090818,0.090516,0.062987,0.046365,0.044433,0.095231,0.180559,0.876778,0.043927,103
0.003937,0.130279,0.265342,0.164294,0.048966,0.085181,0.117378,0.134376,0.007453,0.013611,0.107945,0.100096,0.087919,0.037654,0.111307,0.067512,0.070042,0.143463,0.166694,0.860775,0.0437,103
0,0.117803,0.220988,0.072147,0.02175,0.052024,0.117521,0.082498,0.003931,0.003104,0.14767,0.095525,0.080746,0.026217,0.091328,0.082551,0.090741,0.076522,0.118822,0.908062,0.046707,103
0.010439,0.112785,0.196189,0.061135,0.05553,0.096598,0.09111,0.06341,0.015995,0.017462,0.121686,0.149581,0.125362,0.091274,0.174877,0.080068,0.094944,0.136757,0.189268,0.869387,0.045299,103
0.010964,0.100361,0.175082,0.108407,0.034629,0.079264,0.098576,0.0777,0.0168,0.009755,0.113032,0.100397,0.067151,0.054324,0.1207,0.062394,0.076256,0.141927,0.11376,0.91312,0.048187,103
0.012147,0.117499,0.154067,0.141475,0.035338,0.099896,0.07824,0.065699,0.011496,0.010971,0.115309,0.147819,0.120839,0.078997,0.077585,0.090469,0.094778,0.154169,0.177657,0.88523,0.047307,103
0,0.132496,0.213362,0.075963,0.078501,0.050229,0.101028,0.095445,0.01957,0.012364,0.087779,0.097402,0.119941,0.034804,0.083137,0.07306,0.089702,0.093121,0.14502,0.90412,0.04892,103
0,0.087526,0.15411,0.028459,0.05031,0.108203,0.100103,0.066264,0.007935,0.001567,0.155724,0.090609,0.124012,0.054528,0.082963,0.049558,0.104673,0.101266,0.12298,0.916546,0.050205,103
0.00464,0.122384,0.127665,0.082341,0.062988,0.136184,0.104166,0.080184,0.021468,0.005009,0.140059,0.112847,0.107693,0.082827,0.072545,0.050359,0.070149,0.145207,0.146928,0.901633,0.04999,103
0.002075,0.121514,0.207414,0.083684,0.027164,0.055129,0.092789,0.103323,0.030439,0.007367,0.105701,0.10694,0.094412,0.046038,0.116016,0.074932,0.101671,0.064562,0.134965,0.907268,0.050909,103
0,0.07044,0.170321,0.083214,0.029712,0.029759,0.05069,0.026551,0.003905,0.004627,0.07956,0.047738,0.156324,0.143652,0.235912,0.008041,0.079205,0.103057,0.105818,0.902169,0.051225,103
0.014989,0.145382,0.123733,0.173177,0.113376,0.112268,0.148955,0.198479,0.028372,0.00971,0.114536,0.127093,0.061534,0.044343,0.092911,0.039461,0.048652,0.049094,0.171018,0.873866,0.050202,103
0,0.108029,0.095233,0.173529,0.075486,0.040035,0.119376,0.069637,0.007986,0.00473,0.097762,0.081251,0.145864,0.073437,0.027831,0.023019,0.078348,0.048365,0.127895,0.922399,0.053606,103
0.003602,0.132869,0.051629,0.07864,0.054498,0.065633,0.125962,0.108394,0.024245,0.008078,0.165392,0.071872,0.040716,0.042875,0.018106,0.052829,0.041475,0.107504,0.111845,0.933446,0.041154,104
0.001592,0.165978,0.022587,0.074378,0.065998,0.067677,0.14634,0.132719,0.051982,0.012792,0.138545,0.102784,0.027771,0.016443,0,0.031434,0.04273,0.066482,0.119935,0.92814,0.041385,104
0.034341,0.116709,0.088588,0.035492,0.050775,0.08342,0.092788,0.093583,0.009942,0.006341,0.089185,0.077692,0.10325,0.04513,0.02132,0.043665,0.079186,0.088658,0.128073,0.942158,0.042482,104
0,0.090847,0.026247,0.121885,0.038935,0.051095,0.202651,0.138813,0.019259,0.003802,0.149512,0.127952,0.033884,0.031737,0.029501,0.057341,0.074257,0.071776,0.145326,0.912577,0.041606,104
0.012887,0.117729,0.134987,0.14346,0.06271,0.074702,0.13496,0.156437,0.018479,0.015761,0.074599,0.131794,0.04875,0.035255,0.020607,0.081975,0.042413,0.047323,0.159959,0.910657,0.041974,104
0.07805,0.114123,0.148729,0.089584,0.088999,0.0262,0.088345,0.190036,0.012621,0.057164,0.043845,0.095854,0.062481,0.049813,0.038438,0.041574,0.065611,0.066799,0.164167,0.914631,0.042616,104
0.033229,0.102688,0.059805,0.225264,0.092399,0.059836,0.102819,0.13144,0.024867,0.059493,0.096229,0.140469,0.052459,0.063854,0.041752,0.028509,0.025083,0.080994,0.175042,0.901055,0.042435,104
0,0.125801,0.045339,0.062021,0.039953,0.069502,0.085749,0.070893,0.010058,0.005194,0.115098,0.085849,0.043295,0.051912,0.009244,0.079856,0.057149,0.074968,0.090617,0.95317,0.045366,104
0.003593,0.085975,0.131829,0.054842,0.098262,0.041218,0.054664,0.133581,0.051389,0.003879,0.112991,0.071687,0.064106,0.034822,0.00903,0.039831,0.127595,0.116381,0.117453,0.931045,0.04478,104
0.015941,0.098794,0.042149,0.131762,0.088342,0.124637,0.108246,0.143146,0.030173,0.006553,0.071617,0.108437,0.052095,0.039637,0.018026,0.035202,0.058705,0.075704,0.129361,0.929333,0.045163,104
0.008517,0.225707,0.082893,0.142227,0.08785,0.004702,0.168853,0.144695,0.035175,0.004919,0.098062,0.092901,0.006835,0.042061,0.034051,0.022128,0.029482,0.076081,0.13416,0.90283,0.044327,104
0,0.108097,0.100728,0.053922,0.065317,0.091394,0.098355,0.115151,0.00308,0.015809,0.091513,0.082499,0.044451,0.05228,0.044973,0.041846,0.059917,0.027976,0.097545,0.948517,0.047046,104
0.047931,0.109232,0.029339,0.044118,0.055303,0.028368,0.091047,0.062725,0.01384,0.044022,0.097138,0.046372,0.098173,0.150415,0.05512,0.007598,0.023326,0.071842,0.112135,0.947244,0.047457,104
0,0.083033,0.051239,0.056977,0.068633,0.059081,0.07967,0.175996,0.026855,0.007877,0.067685,0.071437,0.070369,0.047141,0.035652,0.106999,0.047062,0.029209,0.111361,0.9453,0.047833,104
0.010434,0.090209,0.076604,0.100632,0.070747,0.020715,0.110774,0.170189,0.006836,0.003899,0.090288,0.098963,0.034241,0.041142,0.030253,0.072146,0.030559,0.102519,0.112309,0.935816,0.047822,104
0.039028,0.085306,0.080339,0.059819,0.045416,0.033517,0.104033,0.21395,0.008954,0.065413,0.085907,0.148341,0.054019,0.024129,0.019813,0.084394,0.036419,0.034862,0.163333,0.919323,0.04744,104
0.106299,0.104631,0.131013,0.091811,0.082464,0.071727,0.097375,0.070047,0,0.051791,0.050139,0.071127,0.074137,0.078316,0.033638,0.081828,0.084536,0.132816,0.16162,0.918106,0.047837,104
0.002932,0.117707,0.099154,0.027575,0.047192,0.029673,0.114734,0.05103,0.016031,0.036033,0.072828,0.070763,0.05997,0.061308,0.110505,0.046715,0.047985,0.059745,0.118272,0.949524,0.03996,105
0.048336,0.082466,0.110463,0.027462,0.074744,0.034476,0.098145,0.070423,0.035001,0.029824,0.051872,0.058607,0.096267,0.059567,0.031793,0.042477,0.067632,0.115813,0.137309,0.945629,0.040175,105
0,0.139272,0.04549,0.12049,0.121983,0.061478,0.079327,0.086605,0.060577,0.01733,0.071625,0.030766,0.030473,0.01649,0.032825,0.016289,0.030983,0.052409,0.086279,0.951922,0.040824,105
0.019903,0.097339,0.143088,0.043256,0.037589,0.047556,0.118169,0.08142,0.010499,0.018047,0.105269,0.05515,0.031544,0.039942,0.071333,0.015597,0.058655,0.045953,0.095768,0.951113,0.04117,105
0.005607,0.112595,0.089333,0.006848,0.07599,0.057083,0.053168,0.045394,0.02185,0.029088,0.058337,0.067261,0.065294,0.031794,0.014089,0.064093,0.048996,0.093979,0.096139,0.961391,0.042001,105
0.001318,0.081691,0.105406,0.018948,0.079375,0.049028,0.063673,0.058998,0.019336,0.017487,0.069477,0.026114,0.081997,0.049919,0.028982,0.042121,0.040315,0.118721,0.086104,0.960558,0.042349,105
0,0.038042,0.006794,0.010517,0.048272,0,0.081429,0.011052,0.12339,0.009843,0.057303,0.03941,0.078603,0.091688,0.12079,0.045847,0.031237,0.090579,0.076452,0.959702,0.042696,105
0,0.052789,0.024039,0.021795,0.055768,0.032338,0.084151,0.039475,0.037167,0.003483,0.111141,0.061048,0.034133,0.099813,0.02258,0.041848,0.036146,0.064312,0.063434,0.970124,0.043549,105
0.011936,0.032041,0.107764,0.028597,0.00463,0.105706,0.019402,0.034874,0.013807,0.000991,0.045508,0.122185,0.041947,0.033991,0.096646,0.032388,0.033112,0.045608,0.06312,0.966457,0.043771,105
0.02266,0.068609,0.048139,0.025549,0.036645,0.052616,0.069542,0.057052,0.012615,0.012952,0.096194,0.039335,0.06121,0.048951,0.07704,0.040171,0.02288,0.060029,0.071567,0.971375,0.044383,105
0.002962,0.022471,0.058579,0.025232,0.020106,0.064956,0.04397,0.031671,0.008098,0.003198,0.032133,0.072224,0.130172,0.087121,0.071124,0.092001,0.029992,0.097012,0.104254,0.959344,0.044218,105
0,0.059003,0.16024,0.013722,0.077859,0.009029,0.030645,0.0403,0.02189,0.03334,0.070132,0.026367,0.080829,0.055615,0.061442,0.011331,0.041661,0.070342,0.069852,0.963143,0.044779,105
0.066569,0.052615,0.029176,0.011355,0.012409,0.021587,0.000714,0.008317,0.007952,0,0.07545,0.031519,0.105948,0.182958,0.021113,0.08362,0.033887,0.180988,0.095138,0.941985,0.044173,105
0,0.058266,0.054186,0.022542,0.038957,0.007973,0.021744,0.010651,0.108098,0.055196,0.052481,0.016188,0.154097,0.085879,0.094848,0.023875,0.033188,0.053749,0.105805,0.956726,0.045248,105
0,0.032923,0.01815,0.026563,0.097693,0.016509,0.018363,0,0.186454,0.004064,0.005883,0,0.186454,0.138494,0.078761,0.054839,0.044318,0.053422,0.117625,0.932268,0.044465,105
0.011913,0.020856,0.041828,0.014271,0.031191,0.031149,0.039826,0.02518,0.033197,0.006678,0.070706,0.023106,0.089575,0.142791,0.077334,0.077718,0.016937,0.091041,0.070772,0.964602,0.046394,105
0,0.070814,0.030244,0.028089,0.104027,0.021755,0.055377,0.059036,0.049315,0.034808,0.070047,0.01877,0.075699,0.058803,0.189863,0.05415,0.031305,0.071465,0.09464,0.949316,0.046039,105
0.002982,0.027149,0.033336,0.023287,0.052632,0.035214,0.045001,0.057842,0,0.000991,0.10409,0.055823,0.099443,0.079603,0.032474,0.072656,0.066598,0.060775,0.09177,0.965882,0.047229,105
0.001291,0.102026,0.082407,0.046386,0.073221,0.030374,0.129689,0.074743,0.040922,0.046307,0.038811,0.028254,0.08165,0.108626,0.101358,0.035545,0.06123,0.089833,0.130876,0.940602,0.04637,105
0,0.067735,0.078927,0.046768,0.086712,0.017981,0.095901,0.044545,0.049818,0.073032,0.094504,0.025342,0.085737,0.060913,0.036376,0.010257,0.043946,0.057109,0.104585,0.959005,0.047662,105
0,0.083533,0.117341,0.014113,0.125667,0.012918,0.046251,0.088984,0.049554,0.022992,0.085205,0.024664,0.095186,0.068101,0.032894,0.018024,0.051475,0.042873,0.101688,0.953923,0.047792,105
0.014074,0.062918,0.173086,0.058029,0.055988,0.02584,0.054209,0.121596,0.010532,0.007339,0.04122,0.082712,0.050077,0.02404,0.021385,0.065987,0.034731,0.040736,0.094457,0.954085,0.048182,105
0.055849,0.077193,0.10363,0.020867,0.067841,0.025785,0.055897,0.04678,0.013601,0.000976,0.082265,0.076381,0.097333,0.037982,0.036112,0.023419,0.089701,0.112321,0.119171,0.95205,0.048461,105
0,0.070514,0.110196,0.036424,0.0897,0.03901,0.08405,0.067208,0.107608,0.018005,0.078172,0.033997,0.098552,0.111563,0.121066,0.041055,0.053328,0.055754,0.133863,0.936247,0.048032,105
